WiFi_Network,breakfast,parking,gym,flex_check,shuttle_bus,air_pure,jacuzzi,VIP_shop,pool_temp,avg_rating
Best in Class,Continental,Open Lot,None,No,Yes,Yes,Yes,No,80,9.64
Best in Class,Continental,Open Lot,None,No,Yes,Yes,Yes,No,84,8.21
Best in Class,Continental,Open Lot,None,No,Yes,Yes,Yes,Yes,76,9.66
Best in Class,Continental,Open Lot,None,No,Yes,Yes,Yes,Yes,80,6.77
Best in Class,Continental,Open Lot,None,No,Yes,Yes,Yes,Yes,84,8.21
Best in Class,Continental,Open Lot,None,Yes,No,No,No,No,76,6.33
Best in Class,Continental,Open Lot,None,Yes,No,No,No,No,80,8.21
Best in Class,Continental,Open Lot,None,Yes,No,No,No,No,84,8.21
Best in Class,Continental,Open Lot,None,Yes,No,No,No,Yes,76,8.21
Best in Class,Continental,Open Lot,None,Yes,No,No,No,Yes,80,8.21
Best in Class,Continental,Open Lot,None,Yes,No,No,No,Yes,84,8.59
Best in Class,Continental,Open Lot,None,Yes,No,No,Yes,No,76,6.72
Best in Class,Continental,Open Lot,None,Yes,No,No,Yes,No,80,5.18
Best in Class,Continental,Open Lot,None,Yes,No,No,Yes,No,84,8.21
Best in Class,Continental,Open Lot,None,Yes,No,No,Yes,Yes,76,8.21
Best in Class,Continental,Open Lot,None,Yes,No,No,Yes,Yes,80,8.21
Best in Class,Continental,Open Lot,None,Yes,No,No,Yes,Yes,84,9.66
Best in Class,Continental,Open Lot,None,Yes,No,Yes,No,No,76,8.97
Best in Class,Continental,Open Lot,None,Yes,No,Yes,No,No,80,7.82
Best in Class,Continental,Open Lot,None,Yes,No,Yes,No,No,84,7.39
Best in Class,Continental,Open Lot,None,Yes,No,Yes,No,Yes,76,8.36
Best in Class,Continental,Open Lot,None,Yes,No,Yes,No,Yes,80,9.74
Best in Class,Continental,Open Lot,None,Yes,No,Yes,No,Yes,84,8.21
Best in Class,Continental,Open Lot,None,Yes,No,Yes,Yes,No,76,9.43
Best in Class,Continental,Open Lot,None,Yes,No,Yes,Yes,No,80,9.76
Best in Class,Continental,Open Lot,None,Yes,No,Yes,Yes,No,84,9.25
Best in Class,Continental,Open Lot,None,Yes,No,Yes,Yes,Yes,76,5.67
Best in Class,Continental,Open Lot,None,Yes,No,Yes,Yes,Yes,80,9.27
Best in Class,Continental,Open Lot,None,Yes,No,Yes,Yes,Yes,84,8.21
Best in Class,Continental,Open Lot,None,Yes,Yes,No,No,No,76,8.11
Best in Class,Continental,Open Lot,None,Yes,Yes,No,No,No,80,7.74
Best in Class,Continental,Open Lot,None,Yes,Yes,No,No,No,84,9.15
Best in Class,Continental,Open Lot,None,Yes,Yes,No,No,Yes,76,8.21
Best in Class,Continental,Open Lot,None,Yes,Yes,No,No,Yes,80,7.41
Best in Class,Continental,Open Lot,None,Yes,Yes,No,No,Yes,84,9.57
Best in Class,Continental,Open Lot,None,Yes,Yes,No,Yes,No,76,7.76
Best in Class,Continental,Open Lot,None,Yes,Yes,No,Yes,No,80,9.46
Best in Class,Continental,Open Lot,None,Yes,Yes,No,Yes,No,84,8.77
Best in Class,Continental,Open Lot,None,Yes,Yes,No,Yes,Yes,76,8.21
Best in Class,Continental,Open Lot,None,Yes,Yes,No,Yes,Yes,80,8.21
Best in Class,Continental,Open Lot,None,Yes,Yes,No,Yes,Yes,84,8.95
Best in Class,Continental,Open Lot,None,Yes,Yes,Yes,No,No,76,6.09
Best in Class,Continental,Open Lot,None,Yes,Yes,Yes,No,No,80,6.27
Best in Class,Continental,Open Lot,None,Yes,Yes,Yes,No,No,84,8.29
Best in Class,Continental,Open Lot,None,Yes,Yes,Yes,No,Yes,76,8.21
Best in Class,Continental,Open Lot,None,Yes,Yes,Yes,No,Yes,80,7.1
Best in Class,Continental,Open Lot,None,Yes,Yes,Yes,No,Yes,84,7.87
Best in Class,Continental,Open Lot,None,Yes,Yes,Yes,Yes,No,76,8.21
Best in Class,Continental,Open Lot,None,Yes,Yes,Yes,Yes,No,80,8.21
Best in Class,Continental,Open Lot,None,Yes,Yes,Yes,Yes,No,84,8.21
Best in Class,Continental,Open Lot,None,Yes,Yes,Yes,Yes,Yes,76,9.24
Best in Class,Continental,Open Lot,None,Yes,Yes,Yes,Yes,Yes,80,8.21
Best in Class,Continental,Open Lot,None,Yes,Yes,Yes,Yes,Yes,84,8.21
Best in Class,Continental,Open Lot,Basic,No,No,No,No,No,76,3.32
Best in Class,Continental,Open Lot,Basic,No,No,No,No,No,80,9.07
Best in Class,Continental,Open Lot,Basic,No,No,No,No,No,84,8.67
Best in Class,Continental,Open Lot,Basic,No,No,No,No,Yes,76,8.63
Best in Class,Continental,Open Lot,Basic,No,No,No,No,Yes,80,8.21
Best in Class,Continental,Open Lot,Basic,No,No,No,No,Yes,84,7.94
Best in Class,Continental,Open Lot,Basic,No,No,No,Yes,No,76,8.75
Best in Class,Continental,Open Lot,Basic,No,No,No,Yes,No,80,7.68
Best in Class,Continental,Open Lot,Basic,No,No,No,Yes,No,84,6.53
Best in Class,Continental,Open Lot,Basic,No,No,No,Yes,Yes,76,8.12
Best in Class,Continental,Open Lot,Basic,No,No,No,Yes,Yes,80,9.72
Best in Class,Continental,Open Lot,Basic,No,No,No,Yes,Yes,84,9.21
Best in Class,Continental,Open Lot,Basic,No,No,Yes,No,No,76,7.05
Best in Class,Continental,Open Lot,Basic,No,No,Yes,No,No,80,7.14
Best in Class,Continental,Open Lot,Basic,No,No,Yes,No,No,84,8.21
Best in Class,Continental,Open Lot,Basic,No,No,Yes,No,Yes,76,8.21
Best in Class,Continental,Open Lot,Basic,No,No,Yes,No,Yes,80,6.36
Best in Class,Continental,Open Lot,Basic,No,No,Yes,No,Yes,84,8.21
Best in Class,Continental,Open Lot,Basic,No,No,Yes,Yes,No,76,6.79
Best in Class,Continental,Open Lot,Basic,No,No,Yes,Yes,No,80,7.54
Best in Class,Continental,Open Lot,Basic,No,No,Yes,Yes,No,84,7.06
Best in Class,Continental,Open Lot,Basic,No,No,Yes,Yes,Yes,76,8.21
Best in Class,Continental,Open Lot,Basic,No,No,Yes,Yes,Yes,80,9.49
Best in Class,Continental,Open Lot,Basic,No,No,Yes,Yes,Yes,84,7.46
Best in Class,Continental,Open Lot,Basic,No,Yes,No,No,No,76,8.21
Best in Class,Continental,Open Lot,Basic,No,Yes,No,No,No,80,8.21
Best in Class,Continental,Open Lot,Basic,No,Yes,No,No,No,84,9.89
Best in Class,Continental,Open Lot,Basic,No,Yes,No,No,Yes,76,8.6
Best in Class,Continental,Open Lot,Basic,No,Yes,No,No,Yes,80,8.21
Best in Class,Continental,Open Lot,Basic,No,Yes,No,No,Yes,84,8.18
Best in Class,Continental,Open Lot,Basic,No,Yes,No,Yes,No,76,7.89
Best in Class,Continental,Open Lot,Basic,No,Yes,No,Yes,No,80,5.67
Best in Class,Continental,Open Lot,Basic,No,Yes,No,Yes,No,84,6.69
Best in Class,Continental,Open Lot,Basic,No,Yes,No,Yes,Yes,76,8.21
Best in Class,Continental,Open Lot,Basic,No,Yes,No,Yes,Yes,80,8.21
Best in Class,Continental,Open Lot,Basic,No,Yes,No,Yes,Yes,84,8.45
Best in Class,Continental,Open Lot,Basic,No,Yes,Yes,No,No,76,8.21
Best in Class,Continental,Open Lot,Basic,No,Yes,Yes,No,No,80,7.71
Best in Class,Continental,Open Lot,Basic,No,Yes,Yes,No,No,84,8.21
Best in Class,Continental,Open Lot,Basic,No,Yes,Yes,No,Yes,76,8.8
Best in Class,Continental,Open Lot,Basic,No,Yes,Yes,No,Yes,80,8.21
Best in Class,Continental,Open Lot,Basic,No,Yes,Yes,No,Yes,84,9.52
Best in Class,Continental,Open Lot,Basic,No,Yes,Yes,Yes,No,76,9.0
Best in Class,Continental,Open Lot,Basic,No,Yes,Yes,Yes,No,80,6.09
Best in Class,Continental,Open Lot,Basic,No,Yes,Yes,Yes,No,84,7.32
Best in Class,Continental,Open Lot,Basic,No,Yes,Yes,Yes,Yes,76,9.85
Best in Class,Continental,Open Lot,Basic,No,Yes,Yes,Yes,Yes,80,8.21
Best in Class,Continental,Open Lot,Basic,No,Yes,Yes,Yes,Yes,84,8.89
Best in Class,Continental,Open Lot,Basic,Yes,No,No,No,No,76,8.21
Best in Class,Continental,Open Lot,Basic,Yes,No,No,No,No,80,7.87
Best in Class,Continental,Open Lot,Basic,Yes,No,No,No,No,84,8.62
Best in Class,Continental,Open Lot,Basic,Yes,No,No,No,Yes,76,8.21
Best in Class,Continental,Open Lot,Basic,Yes,No,No,No,Yes,80,8.42
Best in Class,Continental,Open Lot,Basic,Yes,No,No,No,Yes,84,8.21
Best in Class,Continental,Open Lot,Basic,Yes,No,No,Yes,No,76,9.28
Best in Class,Continental,Open Lot,Basic,Yes,No,No,Yes,No,80,8.21
Best in Class,Continental,Open Lot,Basic,Yes,No,No,Yes,No,84,7.33
Best in Class,Continental,Open Lot,Basic,Yes,No,No,Yes,Yes,76,7.32
Best in Class,Continental,Open Lot,Basic,Yes,No,No,Yes,Yes,80,8.21
Best in Class,Continental,Open Lot,Basic,Yes,No,No,Yes,Yes,84,9.95
Best in Class,Continental,Open Lot,Basic,Yes,No,Yes,No,No,76,8.21
Best in Class,Continental,Open Lot,Basic,Yes,No,Yes,No,No,80,6.44
Best in Class,Continental,Open Lot,Basic,Yes,No,Yes,No,No,84,8.21
Best in Class,Continental,Open Lot,Basic,Yes,No,Yes,No,Yes,76,8.21
Best in Class,Continental,Open Lot,Basic,Yes,No,Yes,No,Yes,80,9.98
Best in Class,Continental,Open Lot,Basic,Yes,No,Yes,No,Yes,84,6.83
Best in Class,Continental,Open Lot,Basic,Yes,No,Yes,Yes,No,76,6.57
Best in Class,Continental,Open Lot,Basic,Yes,No,Yes,Yes,No,80,6.19
Best in Class,Continental,Open Lot,Basic,Yes,No,Yes,Yes,No,84,8.21
Best in Class,Continental,Open Lot,Basic,Yes,No,Yes,Yes,Yes,76,9.45
Best in Class,Continental,Open Lot,Basic,Yes,No,Yes,Yes,Yes,80,7.21
Best in Class,Continental,Open Lot,Basic,Yes,No,Yes,Yes,Yes,84,9.96
Best in Class,Continental,Open Lot,Basic,Yes,Yes,No,No,No,76,8.21
Best in Class,Continental,Open Lot,Basic,Yes,Yes,No,No,No,80,8.21
Best in Class,Continental,Open Lot,Basic,Yes,Yes,No,No,No,84,9.37
Best in Class,Continental,Open Lot,Basic,Yes,Yes,No,No,Yes,76,8.23
Best in Class,Continental,Open Lot,Basic,Yes,Yes,No,No,Yes,80,8.21
Best in Class,Continental,Open Lot,Basic,Yes,Yes,No,No,Yes,84,8.24
Best in Class,Continental,Open Lot,Basic,Yes,Yes,No,Yes,No,76,8.21
Best in Class,Continental,Open Lot,Basic,Yes,Yes,No,Yes,No,80,8.21
Best in Class,Continental,Open Lot,Basic,Yes,Yes,No,Yes,No,84,9.32
Best in Class,Continental,Open Lot,Basic,Yes,Yes,No,Yes,Yes,76,8.21
Best in Class,Continental,Open Lot,Basic,Yes,Yes,No,Yes,Yes,80,8.21
Best in Class,Continental,Open Lot,Basic,Yes,Yes,No,Yes,Yes,84,8.21
Best in Class,Continental,Open Lot,Basic,Yes,Yes,Yes,No,No,76,6.83
Best in Class,Continental,Open Lot,Basic,Yes,Yes,Yes,No,No,80,8.3
Best in Class,Continental,Open Lot,Basic,Yes,Yes,Yes,No,No,84,8.54
Best in Class,Continental,Open Lot,Basic,Yes,Yes,Yes,No,Yes,76,9.98
Best in Class,Continental,Open Lot,Basic,Yes,Yes,Yes,No,Yes,80,9.78
Best in Class,Continental,Open Lot,Basic,Yes,Yes,Yes,No,Yes,84,9.01
Best in Class,Continental,Open Lot,Basic,Yes,Yes,Yes,Yes,No,76,8.21
Best in Class,Continental,Open Lot,Basic,Yes,Yes,Yes,Yes,No,80,9.42
Best in Class,Continental,Open Lot,Basic,Yes,Yes,Yes,Yes,No,84,9.07
Best in Class,Continental,Open Lot,Basic,Yes,Yes,Yes,Yes,Yes,76,9.25
Best in Class,Continental,Open Lot,Basic,Yes,Yes,Yes,Yes,Yes,80,8.21
Best in Class,Continental,Open Lot,Basic,Yes,Yes,Yes,Yes,Yes,84,8.21
Best in Class,Continental,Open Lot,Advanced,No,No,No,No,No,76,8.21
Best in Class,Continental,Open Lot,Advanced,No,No,No,No,No,80,9.35
Best in Class,Continental,Open Lot,Advanced,No,No,No,No,No,84,5.64
Best in Class,Continental,Open Lot,Advanced,No,No,No,No,Yes,76,9.03
Best in Class,Continental,Open Lot,Advanced,No,No,No,No,Yes,80,7.87
Best in Class,Continental,Open Lot,Advanced,No,No,No,No,Yes,84,9.67
Best in Class,Continental,Open Lot,Advanced,No,No,No,Yes,No,76,9.69
Best in Class,Continental,Open Lot,Advanced,No,No,No,Yes,No,80,9.81
Best in Class,Continental,Open Lot,Advanced,No,No,No,Yes,No,84,8.55
Best in Class,Continental,Open Lot,Advanced,No,No,No,Yes,Yes,76,7.71
Best in Class,Continental,Open Lot,Advanced,No,No,No,Yes,Yes,80,9.05
Best in Class,Continental,Open Lot,Advanced,No,No,No,Yes,Yes,84,8.21
Best in Class,Continental,Open Lot,Advanced,No,No,Yes,No,No,76,7.79
Best in Class,Continental,Open Lot,Advanced,No,No,Yes,No,No,80,6.4
Best in Class,Continental,Open Lot,Advanced,No,No,Yes,No,No,84,8.21
Best in Class,Continental,Open Lot,Advanced,No,No,Yes,No,Yes,76,8.0
Best in Class,Continental,Open Lot,Advanced,No,No,Yes,No,Yes,80,8.92
Best in Class,Continental,Open Lot,Advanced,No,No,Yes,No,Yes,84,8.26
Best in Class,Continental,Open Lot,Advanced,No,No,Yes,Yes,No,76,7.77
Best in Class,Continental,Open Lot,Advanced,No,No,Yes,Yes,No,80,7.01
Best in Class,Continental,Open Lot,Advanced,No,No,Yes,Yes,No,84,9.78
Best in Class,Continental,Open Lot,Advanced,No,No,Yes,Yes,Yes,76,7.09
Best in Class,Continental,Open Lot,Advanced,No,No,Yes,Yes,Yes,80,9.76
Best in Class,Continental,Open Lot,Advanced,No,No,Yes,Yes,Yes,84,9.12
Best in Class,Continental,Open Lot,Advanced,No,Yes,No,No,No,76,7.6
Best in Class,Continental,Open Lot,Advanced,No,Yes,No,No,No,80,6.7
Best in Class,Continental,Open Lot,Advanced,No,Yes,No,No,No,84,9.52
Best in Class,Continental,Open Lot,Advanced,No,Yes,No,No,Yes,76,8.21
Best in Class,Continental,Open Lot,Advanced,No,Yes,No,No,Yes,80,8.08
Best in Class,Continental,Open Lot,Advanced,No,Yes,No,No,Yes,84,7.53
Best in Class,Continental,Open Lot,Advanced,No,Yes,No,Yes,No,76,8.34
Best in Class,Continental,Open Lot,Advanced,No,Yes,No,Yes,No,80,7.7
Best in Class,Continental,Open Lot,Advanced,No,Yes,No,Yes,No,84,8.21
Best in Class,Continental,Open Lot,Advanced,No,Yes,No,Yes,Yes,76,8.21
Best in Class,Continental,Open Lot,Advanced,No,Yes,No,Yes,Yes,80,7.87
Best in Class,Continental,Open Lot,Advanced,No,Yes,No,Yes,Yes,84,8.62
Best in Class,Continental,Open Lot,Advanced,No,Yes,Yes,No,No,76,6.83
Best in Class,Continental,Open Lot,Advanced,No,Yes,Yes,No,No,80,8.21
Best in Class,Continental,Open Lot,Advanced,No,Yes,Yes,No,No,84,8.03
Best in Class,Continental,Open Lot,Advanced,No,Yes,Yes,No,Yes,76,7.24
Best in Class,Continental,Open Lot,Advanced,No,Yes,Yes,No,Yes,80,7.54
Best in Class,Continental,Open Lot,Advanced,No,Yes,Yes,No,Yes,84,8.93
Best in Class,Continental,Open Lot,Advanced,No,Yes,Yes,Yes,No,76,6.71
Best in Class,Continental,Open Lot,Advanced,No,Yes,Yes,Yes,No,80,9.86
Best in Class,Continental,Open Lot,Advanced,No,Yes,Yes,Yes,No,84,8.21
Best in Class,Continental,Open Lot,Advanced,No,Yes,Yes,Yes,Yes,76,8.21
Best in Class,Continental,Open Lot,Advanced,No,Yes,Yes,Yes,Yes,80,9.79
Best in Class,Continental,Open Lot,Advanced,No,Yes,Yes,Yes,Yes,84,8.21
Best in Class,Continental,Open Lot,Advanced,Yes,No,No,No,No,76,9.71
Best in Class,Continental,Open Lot,Advanced,Yes,No,No,No,No,80,9.0
Best in Class,Continental,Open Lot,Advanced,Yes,No,No,No,No,84,9.64
Best in Class,Continental,Open Lot,Advanced,Yes,No,No,No,Yes,76,4.74
Best in Class,Continental,Open Lot,Advanced,Yes,No,No,No,Yes,80,5.31
Best in Class,Continental,Open Lot,Advanced,Yes,No,No,No,Yes,84,8.21
Best in Class,Continental,Open Lot,Advanced,Yes,No,No,Yes,No,76,8.95
Best in Class,Continental,Open Lot,Advanced,Yes,No,No,Yes,No,80,8.65
Best in Class,Continental,Open Lot,Advanced,Yes,No,No,Yes,No,84,8.21
Best in Class,Continental,Open Lot,Advanced,Yes,No,No,Yes,Yes,76,8.21
Best in Class,Continental,Open Lot,Advanced,Yes,No,No,Yes,Yes,80,8.21
Best in Class,Continental,Open Lot,Advanced,Yes,No,No,Yes,Yes,84,8.21
Best in Class,Continental,Open Lot,Advanced,Yes,No,Yes,No,No,76,8.21
Best in Class,Continental,Open Lot,Advanced,Yes,No,Yes,No,No,80,9.28
Best in Class,Continental,Open Lot,Advanced,Yes,No,Yes,No,No,84,8.45
Best in Class,Continental,Open Lot,Advanced,Yes,No,Yes,No,Yes,76,8.74
Best in Class,Continental,Open Lot,Advanced,Yes,No,Yes,No,Yes,80,9.71
Best in Class,Continental,Open Lot,Advanced,Yes,No,Yes,No,Yes,84,8.95
Best in Class,Continental,Open Lot,Advanced,Yes,No,Yes,Yes,No,76,7.3
Best in Class,Continental,Open Lot,Advanced,Yes,No,Yes,Yes,No,80,9.71
Best in Class,Continental,Open Lot,Advanced,Yes,No,Yes,Yes,No,84,8.99
Best in Class,Continental,Open Lot,Advanced,Yes,No,Yes,Yes,Yes,76,7.52
Best in Class,Continental,Open Lot,Advanced,Yes,No,Yes,Yes,Yes,80,9.17
Best in Class,Continental,Open Lot,Advanced,Yes,No,Yes,Yes,Yes,84,8.21
Best in Class,Continental,Open Lot,Advanced,Yes,Yes,No,No,No,76,8.21
Best in Class,Continental,Open Lot,Advanced,Yes,Yes,No,No,No,80,7.08
Best in Class,Continental,Open Lot,Advanced,Yes,Yes,No,No,No,84,8.21
Best in Class,Continental,Open Lot,Advanced,Yes,Yes,No,No,Yes,76,8.21
Best in Class,Continental,Open Lot,Advanced,Yes,Yes,No,No,Yes,80,8.21
Best in Class,Continental,Open Lot,Advanced,Yes,Yes,No,No,Yes,84,8.21
Best in Class,Continental,Open Lot,Advanced,Yes,Yes,No,Yes,No,76,8.21
Best in Class,Continental,Open Lot,Advanced,Yes,Yes,No,Yes,No,80,8.21
Best in Class,Continental,Open Lot,Advanced,Yes,Yes,No,Yes,No,84,9.07
Best in Class,Continental,Open Lot,Advanced,Yes,Yes,No,Yes,Yes,76,7.06
Best in Class,Continental,Open Lot,Advanced,Yes,Yes,No,Yes,Yes,80,7.24
Best in Class,Continental,Open Lot,Advanced,Yes,Yes,No,Yes,Yes,84,8.21
Best in Class,Continental,Open Lot,Advanced,Yes,Yes,Yes,No,No,76,8.21
Best in Class,Continental,Open Lot,Advanced,Yes,Yes,Yes,No,No,80,9.13
Best in Class,Continental,Open Lot,Advanced,Yes,Yes,Yes,No,No,84,8.21
Best in Class,Continental,Open Lot,Advanced,Yes,Yes,Yes,No,Yes,76,9.92
Best in Class,Continental,Open Lot,Advanced,Yes,Yes,Yes,No,Yes,80,8.21
Best in Class,Continental,Open Lot,Advanced,Yes,Yes,Yes,No,Yes,84,8.21
Best in Class,Continental,Open Lot,Advanced,Yes,Yes,Yes,Yes,No,76,8.14
Best in Class,Continental,Open Lot,Advanced,Yes,Yes,Yes,Yes,No,80,9.13
Best in Class,Continental,Open Lot,Advanced,Yes,Yes,Yes,Yes,No,84,8.21
Best in Class,Continental,Open Lot,Advanced,Yes,Yes,Yes,Yes,Yes,76,8.21
Best in Class,Continental,Open Lot,Advanced,Yes,Yes,Yes,Yes,Yes,80,8.21
Best in Class,Continental,Open Lot,Advanced,Yes,Yes,Yes,Yes,Yes,84,8.21
Best in Class,Continental,Open Lot,Super,No,No,No,No,No,76,9.81
Best in Class,Continental,Open Lot,Super,No,No,No,No,No,80,8.21
Best in Class,Continental,Open Lot,Super,No,No,No,No,No,84,7.42
Best in Class,Continental,Open Lot,Super,No,No,No,No,Yes,76,9.88
Best in Class,Continental,Open Lot,Super,No,No,No,No,Yes,80,8.34
Best in Class,Continental,Open Lot,Super,No,No,No,No,Yes,84,7.96
Best in Class,Continental,Open Lot,Super,No,No,No,Yes,No,76,9.8
Best in Class,Continental,Open Lot,Super,No,No,No,Yes,No,80,7.17
Best in Class,Continental,Open Lot,Super,No,No,No,Yes,No,84,6.06
Best in Class,Continental,Open Lot,Super,No,No,No,Yes,Yes,76,9.86
Best in Class,Continental,Open Lot,Super,No,No,No,Yes,Yes,80,8.21
Best in Class,Continental,Open Lot,Super,No,No,No,Yes,Yes,84,8.21
Best in Class,Continental,Open Lot,Super,No,No,Yes,No,No,76,9.03
Best in Class,Continental,Open Lot,Super,No,No,Yes,No,No,80,4.91
Best in Class,Continental,Open Lot,Super,No,No,Yes,No,No,84,7.15
Best in Class,Continental,Open Lot,Super,No,No,Yes,No,Yes,76,5.05
Best in Class,Continental,Open Lot,Super,No,No,Yes,No,Yes,80,8.21
Best in Class,Continental,Open Lot,Super,No,No,Yes,No,Yes,84,7.18
Best in Class,Continental,Open Lot,Super,No,No,Yes,Yes,No,76,8.11
Best in Class,Continental,Open Lot,Super,No,No,Yes,Yes,No,80,9.73
Best in Class,Continental,Open Lot,Super,No,No,Yes,Yes,No,84,5.59
Best in Class,Continental,Open Lot,Super,No,No,Yes,Yes,Yes,76,8.21
Best in Class,Continental,Open Lot,Super,No,No,Yes,Yes,Yes,80,6.97
Best in Class,Continental,Open Lot,Super,No,No,Yes,Yes,Yes,84,8.21
Best in Class,Continental,Open Lot,Super,No,Yes,No,No,No,76,5.56
Best in Class,Continental,Open Lot,Super,No,Yes,No,No,No,80,7.38
Best in Class,Continental,Open Lot,Super,No,Yes,No,No,No,84,7.86
Best in Class,Continental,Open Lot,Super,No,Yes,No,No,Yes,76,8.04
Best in Class,Continental,Open Lot,Super,No,Yes,No,No,Yes,80,8.21
Best in Class,Continental,Open Lot,Super,No,Yes,No,No,Yes,84,4.88
Best in Class,Continental,Open Lot,Super,No,Yes,No,Yes,No,76,9.17
Best in Class,Continental,Open Lot,Super,No,Yes,No,Yes,No,80,8.21
Best in Class,Continental,Open Lot,Super,No,Yes,No,Yes,No,84,8.54
Best in Class,Continental,Open Lot,Super,No,Yes,No,Yes,Yes,76,8.21
Best in Class,Continental,Open Lot,Super,No,Yes,No,Yes,Yes,80,7.48
Best in Class,Continental,Open Lot,Super,No,Yes,No,Yes,Yes,84,8.21
Best in Class,Continental,Open Lot,Super,No,Yes,Yes,No,No,76,9.26
Best in Class,Continental,Open Lot,Super,No,Yes,Yes,No,No,80,5.58
Best in Class,Continental,Open Lot,Super,No,Yes,Yes,No,No,84,5.81
Best in Class,Continental,Open Lot,Super,No,Yes,Yes,No,Yes,76,8.21
Best in Class,Continental,Open Lot,Super,No,Yes,Yes,No,Yes,80,8.21
Best in Class,Continental,Open Lot,Super,No,Yes,Yes,No,Yes,84,4.33
Best in Class,Continental,Open Lot,Super,No,Yes,Yes,Yes,No,76,8.96
Best in Class,Continental,Open Lot,Super,No,Yes,Yes,Yes,No,80,8.38
Best in Class,Continental,Open Lot,Super,No,Yes,Yes,Yes,No,84,8.89
Best in Class,Continental,Open Lot,Super,No,Yes,Yes,Yes,Yes,76,8.21
Best in Class,Continental,Open Lot,Super,No,Yes,Yes,Yes,Yes,80,8.21
Best in Class,Continental,Open Lot,Super,No,Yes,Yes,Yes,Yes,84,9.04
Best in Class,Continental,Open Lot,Super,Yes,No,No,No,No,76,6.27
Best in Class,Continental,Open Lot,Super,Yes,No,No,No,No,80,9.24
Best in Class,Continental,Open Lot,Super,Yes,No,No,No,No,84,8.21
Best in Class,Continental,Open Lot,Super,Yes,No,No,No,Yes,76,8.46
Best in Class,Continental,Open Lot,Super,Yes,No,No,No,Yes,80,8.21
Best in Class,Continental,Open Lot,Super,Yes,No,No,No,Yes,84,8.21
Best in Class,Continental,Open Lot,Super,Yes,No,No,Yes,No,76,7.52
Best in Class,Continental,Open Lot,Super,Yes,No,No,Yes,No,80,7.88
Best in Class,Continental,Open Lot,Super,Yes,No,No,Yes,No,84,8.21
Best in Class,Continental,Open Lot,Super,Yes,No,No,Yes,Yes,76,8.21
Best in Class,Continental,Open Lot,Super,Yes,No,No,Yes,Yes,80,8.02
Best in Class,Continental,Open Lot,Super,Yes,No,No,Yes,Yes,84,8.21
Best in Class,Continental,Open Lot,Super,Yes,No,Yes,No,No,76,8.74
Best in Class,Continental,Open Lot,Super,Yes,No,Yes,No,No,80,8.64
Best in Class,Continental,Open Lot,Super,Yes,No,Yes,No,No,84,8.21
Best in Class,Continental,Open Lot,Super,Yes,No,Yes,No,Yes,76,9.34
Best in Class,Continental,Open Lot,Super,Yes,No,Yes,No,Yes,80,8.99
Best in Class,Continental,Open Lot,Super,Yes,No,Yes,No,Yes,84,9.71
Best in Class,Continental,Open Lot,Super,Yes,No,Yes,Yes,No,76,6.11
Best in Class,Continental,Open Lot,Super,Yes,No,Yes,Yes,No,80,8.8
Best in Class,Continental,Open Lot,Super,Yes,No,Yes,Yes,No,84,9.19
Best in Class,Continental,Open Lot,Super,Yes,No,Yes,Yes,Yes,76,8.21
Best in Class,Continental,Open Lot,Super,Yes,No,Yes,Yes,Yes,80,9.48
Best in Class,Continental,Open Lot,Super,Yes,No,Yes,Yes,Yes,84,8.21
Best in Class,Continental,Open Lot,Super,Yes,Yes,No,No,No,76,8.21
Best in Class,Continental,Open Lot,Super,Yes,Yes,No,No,No,80,7.63
Best in Class,Continental,Open Lot,Super,Yes,Yes,No,No,No,84,8.21
Best in Class,Continental,Open Lot,Super,Yes,Yes,No,No,Yes,76,8.21
Best in Class,Continental,Open Lot,Super,Yes,Yes,No,No,Yes,80,8.21
Best in Class,Continental,Open Lot,Super,Yes,Yes,No,No,Yes,84,8.21
Best in Class,Continental,Open Lot,Super,Yes,Yes,No,Yes,No,76,9.98
Best in Class,Continental,Open Lot,Super,Yes,Yes,No,Yes,No,80,8.34
Best in Class,Continental,Open Lot,Super,Yes,Yes,No,Yes,No,84,8.21
Best in Class,Continental,Open Lot,Super,Yes,Yes,No,Yes,Yes,76,8.21
Best in Class,Continental,Open Lot,Super,Yes,Yes,No,Yes,Yes,80,7.09
Best in Class,Continental,Open Lot,Super,Yes,Yes,No,Yes,Yes,84,9.77
Best in Class,Continental,Open Lot,Super,Yes,Yes,Yes,No,No,76,9.19
Best in Class,Continental,Open Lot,Super,Yes,Yes,Yes,No,No,80,8.21
Best in Class,Continental,Open Lot,Super,Yes,Yes,Yes,No,No,84,8.33
Best in Class,Continental,Open Lot,Super,Yes,Yes,Yes,No,Yes,76,8.21
Best in Class,Continental,Open Lot,Super,Yes,Yes,Yes,No,Yes,80,8.21
Best in Class,Continental,Open Lot,Super,Yes,Yes,Yes,No,Yes,84,9.87
Best in Class,Continental,Open Lot,Super,Yes,Yes,Yes,Yes,No,76,8.21
Best in Class,Continental,Open Lot,Super,Yes,Yes,Yes,Yes,No,80,8.21
Best in Class,Continental,Open Lot,Super,Yes,Yes,Yes,Yes,No,84,6.37
Best in Class,Continental,Open Lot,Super,Yes,Yes,Yes,Yes,Yes,76,9.89
Best in Class,Continental,Open Lot,Super,Yes,Yes,Yes,Yes,Yes,80,8.21
Best in Class,Continental,Open Lot,Super,Yes,Yes,Yes,Yes,Yes,84,8.21
